Data,Cliques,Impressões,CTR,Posição
2025-07-08,1,4256,0.02%,10.2
2025-07-09,3,4562,0.07%,10.8
2025-07-10,0,5445,0%,10.2
2025-07-11,2,4923,0.04%,10.3
2025-07-12,2,3297,0.06%,11.3
2025-07-13,1,1079,0.09%,12.6
2025-07-14,0,723,0%,14
2025-07-15,0,663,0%,15.4
2025-07-16,0,679,0%,13.6
2025-07-17,2,873,0.23%,12.2
2025-07-18,0,675,0%,14.4
2025-07-19,0,553,0%,17.6
2025-07-20,1,909,0.11%,13.6
2025-07-21,1,5410,0.02%,10.4
2025-07-22,0,6194,0%,10.8
2025-07-23,1,6008,0.02%,11.4
2025-07-24,1,5432,0.02%,11
2025-07-25,0,5433,0%,13.2
2025-07-26,1,3616,0.03%,11.2
2025-07-27,2,3670,0.05%,12
2025-07-28,2,3737,0.05%,11.1
2025-07-29,1,3475,0.03%,11.7
2025-07-30,1,4440,0.02%,11.1
2025-07-31,1,3699,0.03%,11.1
2025-08-01,1,3561,0.03%,10.9
2025-08-02,2,3229,0.06%,10.9
2025-08-03,1,3817,0.03%,11.2
2025-08-04,0,3953,0%,10.5
2025-08-05,1,3698,0.03%,10.5
2025-08-06,2,3792,0.05%,11
2025-08-07,2,3159,0.06%,11.9
2025-08-08,1,2675,0.04%,12.2
2025-08-09,1,2042,0.05%,12.9
2025-08-10,1,2102,0.05%,11.7
2025-08-11,0,2589,0%,11.5
2025-08-12,3,2664,0.11%,12.1
2025-08-13,0,2962,0%,11.6
2025-08-14,0,2598,0%,12.1
2025-08-15,0,2240,0%,12.6
2025-08-16,6,2526,0.24%,12
2025-08-17,2,2272,0.09%,11
2025-08-18,5,2754,0.18%,11.3
2025-08-19,3,2621,0.11%,11.6
2025-08-20,1,2352,0.04%,11.6
2025-08-21,0,2273,0%,12.3
2025-08-22,2,2351,0.09%,13
2025-08-23,0,2315,0%,13.1
2025-08-24,0,3344,0%,18.6
2025-08-25,1,3117,0.03%,12.5
2025-08-26,1,2903,0.03%,12.2
2025-08-27,3,2355,0.13%,11.9
2025-08-28,0,2358,0%,13
2025-08-29,1,2511,0.04%,12.4
2025-08-30,0,1845,0%,14.9
2025-08-31,2,1968,0.1%,13.2
2025-09-01,0,2469,0%,11
2025-09-02,0,2510,0%,11.4
2025-09-03,0,2338,0%,12.4
2025-09-04,1,2339,0.04%,13.7
2025-09-05,1,2160,0.05%,14
2025-09-06,0,2038,0%,14.4
2025-09-07,1,2573,0.04%,13.3
2025-09-08,1,3166,0.03%,10.6
2025-09-09,2,3111,0.06%,10
2025-09-10,1,3072,0.03%,10.2
2025-09-11,3,3257,0.09%,9.4
2025-09-12,2,2981,0.07%,8.3
2025-09-13,1,2244,0.04%,9.6
2025-09-14,1,2403,0.04%,9.1
2025-09-15,0,3009,0%,8.5
2025-09-16,1,2196,0.05%,7.2
2025-09-17,3,2210,0.14%,7.9
2025-09-18,1,2346,0.04%,8
2025-09-19,1,2650,0.04%,8.4
2025-09-20,2,2003,0.1%,8.5
2025-09-21,0,1996,0%,8.4
2025-09-22,1,2459,0.04%,7.5
2025-09-23,2,2454,0.08%,7.1
2025-09-24,2,2256,0.09%,7.6
2025-09-25,0,2285,0%,7.5
2025-09-26,1,2347,0.04%,7.6
2025-09-27,1,1752,0.06%,6.5
2025-09-28,1,1819,0.05%,6.7
2025-09-29,2,2472,0.08%,6.7
2025-09-30,0,2417,0%,5.8
2025-10-01,1,2573,0.04%,6
2025-10-02,1,2705,0.04%,6.8
2025-10-03,0,2283,0%,6.4
2025-10-04,1,1751,0.06%,6.4
2025-10-05,0,1883,0%,6.5
2025-10-06,0,2272,0%,5.8
2025-10-07,0,2179,0%,6.2
2025-10-08,0,2224,0%,6.9
2025-10-09,0,2231,0%,6.9
2025-10-10,0,2167,0%,7
2025-10-11,1,2012,0.05%,7.6
2025-10-12,0,2451,0%,7.4
2025-10-13,2,3046,0.07%,6.8
2025-10-14,1,2784,0.04%,7.2
2025-10-15,0,2998,0%,7.7
2025-10-16,0,2968,0%,8.1
2025-10-17,0,2977,0%,7.9
2025-10-18,0,2598,0%,8.3
2025-10-19,1,2705,0.04%,8
2025-10-20,1,3798,0.03%,7.2
2025-10-21,1,3122,0.03%,7.3
2025-10-22,0,2569,0%,6.8
2025-10-23,0,2451,0%,6.8
2025-10-24,0,2250,0%,6.9
2025-10-25,0,2100,0%,7.3
2025-10-26,1,2175,0.05%,7.3
2025-10-27,1,2840,0.04%,7
2025-10-28,0,2755,0%,7.5
2025-10-29,1,2618,0.04%,7.5
2025-10-30,1,3133,0.03%,7.8
2025-10-31,1,3563,0.03%,9
2025-11-01,1,2837,0.04%,9.2
2025-11-02,0,3080,0%,8.4
2025-11-03,0,2865,0%,7.9
2025-11-04,0,3259,0%,7.8
2025-11-05,2,3602,0.06%,8
2025-11-06,0,3620,0%,8.1
2025-11-07,0,3488,0%,8.5
2025-11-08,1,2976,0.03%,8.1
2025-11-09,0,2967,0%,7.9
2025-11-10,0,3409,0%,7.7
2025-11-11,1,3838,0.03%,8
2025-11-12,0,3706,0%,7.9
2025-11-13,2,3586,0.06%,7.1
2025-11-14,0,3276,0%,8.1
2025-11-15,1,2974,0.03%,8.2
2025-11-16,1,3555,0.03%,11.2
2025-11-17,0,3536,0%,8
2025-11-18,0,3249,0%,6.8
2025-11-19,0,2961,0%,7.2
2025-11-20,0,2491,0%,8
2025-11-21,1,2878,0.03%,6.3
2025-11-22,0,2225,0%,7.6
2025-11-23,1,2494,0.04%,7.8
2025-11-24,2,3151,0.06%,7.7
2025-11-25,2,2779,0.07%,7.2
2025-11-26,4,2843,0.14%,8.9
2025-11-27,1,3215,0.03%,7.9
2025-11-28,0,3254,0%,8
2025-11-29,0,2367,0%,8.2
2025-11-30,0,2667,0%,7.8
2025-12-01,1,3894,0.03%,8
2025-12-02,0,3803,0%,8.2
2025-12-03,1,3831,0.03%,8.5
2025-12-04,1,2942,0.03%,8.3
2025-12-05,0,3424,0%,8.6
2025-12-06,1,2875,0.03%,8.6
2025-12-07,1,3281,0.03%,8.3
2025-12-08,0,4005,0%,8.5
2025-12-09,0,3968,0%,7.9
2025-12-10,1,3609,0.03%,8
2025-12-11,1,3754,0.03%,8.3
2025-12-12,0,3397,0%,8.5
2025-12-13,0,3126,0%,8.8
2025-12-14,0,3056,0%,8.6
2025-12-15,1,4730,0.02%,8.4
2025-12-16,0,3744,0%,8.6
2025-12-17,0,3884,0%,8.7
2025-12-18,0,4364,0%,9
2025-12-19,0,4306,0%,9.1
2025-12-20,0,3666,0%,9.2
2025-12-21,1,3601,0.03%,9.5
2025-12-22,0,4697,0%,10.8
2025-12-23,1,4814,0.02%,9.5
2025-12-24,0,2851,0%,9.4
2025-12-25,2,3614,0.06%,9.3
2025-12-26,0,4730,0%,9.1
2025-12-27,0,4098,0%,9.2
2025-12-28,1,4751,0.02%,9.5
2025-12-29,1,5582,0.02%,9.4
2025-12-30,0,5200,0%,10.2
2025-12-31,1,3334,0.03%,9.6
2026-01-01,0,3431,0%,9.5
2026-01-02,0,4652,0%,9
2026-01-03,1,3533,0.03%,9.1
2026-01-04,1,1019,0.1%,7.1
2026-01-05,1,910,0.11%,5.3
2026-01-06,1,1042,0.1%,4
2026-01-07,0,541,0%,6
2026-01-08,0,523,0%,9.3
2026-01-09,1,345,0.29%,8.8
2026-01-10,0,325,0%,10.8
2026-01-11,0,476,0%,7
2026-01-12,2,966,0.21%,4.5
2026-01-13,0,955,0%,3.3
2026-01-14,0,1020,0%,5.1
2026-01-15,1,914,0.11%,5.1
2026-01-16,0,819,0%,5.2
2026-01-17,0,724,0%,6.1
2026-01-18,1,979,0.1%,17.8
2026-01-19,0,954,0%,5.7
2026-01-20,1,974,0.1%,4.5
2026-01-21,2,1046,0.19%,4.2
2026-01-22,2,1174,0.17%,4.1
2026-01-23,1,907,0.11%,4.1
2026-01-24,0,964,0%,5.3
2026-01-25,1,982,0.1%,5.4
2026-01-26,0,1088,0%,3.9
2026-01-27,0,1106,0%,4.3
2026-01-28,1,823,0.12%,5.1
2026-01-29,0,550,0%,7.6
2026-01-30,0,481,0%,7.5
2026-01-31,0,349,0%,8.6
2026-02-01,0,385,0%,11.2
2026-02-02,0,446,0%,10
2026-02-03,1,471,0.21%,10.4
2026-02-04,0,493,0%,7.7
2026-02-05,0,412,0%,10.3
2026-02-06,0,547,0%,5.4
2026-02-07,1,565,0.18%,4
2026-02-08,0,848,0%,3.5
2026-02-09,0,521,0%,7.7
2026-02-10,0,389,0%,7.9
2026-02-11,0,368,0%,9.6
2026-02-12,0,504,0%,8.1
2026-02-13,0,462,0%,8.2
2026-02-14,1,533,0.19%,6.6
2026-02-15,1,911,0.11%,11
2026-02-16,0,753,0%,5.5
2026-02-17,3,633,0.47%,6.1
2026-02-18,1,412,0.24%,9.3
2026-02-19,0,602,0%,6.5
2026-02-20,2,403,0.5%,11
2026-02-21,0,675,0%,8
2026-02-22,1,323,0.31%,10.9
2026-02-23,0,512,0%,6.7
2026-02-24,0,340,0%,11.5
2026-02-25,0,609,0%,5.9
2026-02-26,0,390,0%,11.8
2026-02-27,2,350,0.57%,13.7
2026-02-28,0,302,0%,13.9
2026-03-01,0,311,0%,16.2
2026-03-02,0,280,0%,19
2026-03-03,0,487,0%,8.6
2026-03-04,0,820,0%,6.6
2026-03-05,0,648,0%,8
2026-03-06,0,538,0%,5.6
2026-03-07,0,213,0%,20.1
2026-03-08,0,161,0%,16.5
2026-03-09,0,195,0%,10
2026-03-10,0,331,0%,8.3
2026-03-11,0,184,0%,17.5
2026-03-12,2,201,1%,13.7
2026-03-13,0,229,0%,13.3
2026-03-14,1,495,0.2%,6.3
2026-03-15,1,580,0.17%,27.1
2026-03-16,1,251,0.4%,13.7
2026-03-17,0,412,0%,28.6
2026-03-18,0,305,0%,6.5
2026-03-19,0,631,0%,6.1
2026-03-20,0,577,0%,4.5
2026-03-21,0,415,0%,6.8
2026-03-22,0,528,0%,6.5
2026-03-23,0,536,0%,8.1
2026-03-24,0,492,0%,4.8
2026-03-25,0,731,0%,4.1
2026-03-26,0,962,0%,7.2
2026-03-27,0,441,0%,7.7
2026-03-28,0,541,0%,4.4
2026-03-29,2,500,0.4%,5.6
2026-03-30,0,405,0%,7.7
2026-03-31,0,421,0%,6.1
2026-04-01,1,381,0.26%,6
2026-04-02,0,376,0%,4.7
2026-04-03,0,444,0%,7.5
2026-04-04,0,695,0%,3.3
2026-04-05,0,604,0%,4.2
2026-04-06,0,256,0%,10.8
2026-04-07,0,341,0%,9.2
2026-04-08,0,404,0%,5.3
2026-04-09,1,436,0.23%,6.5
2026-04-10,0,319,0%,10
2026-04-11,0,277,0%,9.5
2026-04-12,1,342,0.29%,8.9
2026-04-13,0,261,0%,8.3
2026-04-14,0,187,0%,9.8
2026-04-15,0,257,0%,22.1
2026-04-16,0,227,0%,10.2
2026-04-17,0,383,0%,17.2
2026-04-18,0,131,0%,14.3
2026-04-19,0,227,0%,11.5
2026-04-20,2,194,1.03%,11.3
2026-04-21,1,332,0.3%,10
2026-04-22,0,417,0%,6.6
2026-04-23,2,713,0.28%,3.7
2026-04-24,0,367,0%,5.6
2026-04-25,0,241,0%,8.3
2026-04-26,1,310,0.32%,9.7
2026-04-27,0,860,0%,2.9
2026-04-28,2,556,0.36%,4.7
2026-04-29,2,610,0.33%,5.7
2026-04-30,1,516,0.19%,5.1
2026-05-01,1,446,0.22%,22
2026-05-02,0,300,0%,8.3
2026-05-03,0,277,0%,7.3
2026-05-04,0,397,0%,4.8
2026-05-05,0,265,0%,9.7
2026-05-06,0,255,0%,10.1
2026-05-07,0,251,0%,10.1
2026-05-08,0,316,0%,9.3
2026-05-09,1,443,0.23%,6
2026-05-10,0,226,0%,12.6
2026-05-11,2,252,0.79%,12.3
2026-05-12,0,328,0%,8.3
2026-05-13,0,259,0%,8.9
2026-05-14,0,335,0%,9.8
2026-05-15,0,344,0%,6
2026-05-16,0,196,0%,17.9
2026-05-17,1,384,0.26%,37.8
2026-05-18,0,604,0%,5.2
2026-05-19,0,181,0%,15.8
2026-05-20,1,517,0.19%,7.3
2026-05-21,0,645,0%,6.7
2026-05-22,0,589,0%,5.8
2026-05-23,0,365,0%,6.2
2026-05-24,3,448,0.67%,9.3
2026-05-25,0,613,0%,6.8
