Data,Cliques,Impressões,CTR,Posição
2025-07-31,98,7707,1.27%,7.9
2025-08-01,94,6763,1.39%,7.5
2025-08-02,110,5791,1.9%,8.6
2025-08-03,111,6944,1.6%,8.2
2025-08-04,110,6684,1.65%,7.9
2025-08-05,103,6893,1.49%,8.2
2025-08-06,117,6234,1.88%,8.5
2025-08-07,140,5825,2.4%,9.2
2025-08-08,132,5743,2.3%,8.9
2025-08-09,123,5299,2.32%,8.8
2025-08-10,113,5352,2.11%,8.6
2025-08-11,137,6643,2.06%,8.5
2025-08-12,149,6463,2.31%,8.4
2025-08-13,133,7197,1.85%,7.9
2025-08-14,145,7085,2.05%,8
2025-08-15,141,6422,2.2%,9.2
2025-08-16,95,5645,1.68%,9.8
2025-08-17,132,6909,1.91%,9.1
2025-08-18,148,6837,2.16%,8.8
2025-08-19,154,7305,2.11%,9.7
2025-08-20,138,6311,2.19%,8.2
2025-08-21,108,7087,1.52%,8.7
2025-08-22,131,7594,1.73%,7.5
2025-08-23,101,7111,1.42%,8.3
2025-08-24,109,9843,1.11%,15.2
2025-08-25,123,8131,1.51%,8.3
2025-08-26,130,8713,1.49%,8
2025-08-27,125,8073,1.55%,7.9
2025-08-28,109,8193,1.33%,8.2
2025-08-29,137,7759,1.77%,8.2
2025-08-30,100,7504,1.33%,9.2
2025-08-31,121,8863,1.37%,8.6
2025-09-01,147,9286,1.58%,7.1
2025-09-02,114,8439,1.35%,7.6
2025-09-03,103,8806,1.17%,8.2
2025-09-04,101,8427,1.2%,9
2025-09-05,152,8022,1.89%,7.5
2025-09-06,101,7129,1.42%,8.3
2025-09-07,130,11375,1.14%,9.4
2025-09-08,122,9161,1.33%,7
2025-09-09,146,8524,1.71%,7.2
2025-09-10,130,8533,1.52%,6.9
2025-09-11,130,8837,1.47%,6.3
2025-09-12,143,8160,1.75%,4.6
2025-09-13,141,7154,1.97%,4.5
2025-09-14,157,8641,1.82%,4.9
2025-09-15,172,9159,1.88%,4.4
2025-09-16,147,10106,1.45%,4
2025-09-17,153,10433,1.47%,4.3
2025-09-18,161,11011,1.46%,4.1
2025-09-19,153,10799,1.42%,4.4
2025-09-20,148,8937,1.66%,4.2
2025-09-21,166,9943,1.67%,4.1
2025-09-22,204,11500,1.77%,3.8
2025-09-23,164,11170,1.47%,4.3
2025-09-24,132,10763,1.23%,4.2
2025-09-25,142,10726,1.32%,3.9
2025-09-26,148,10070,1.47%,3.8
2025-09-27,111,8040,1.38%,3.7
2025-09-28,130,9470,1.37%,4
2025-09-29,144,11249,1.28%,3.6
2025-09-30,148,10551,1.4%,3.4
2025-10-01,157,10493,1.5%,3.3
2025-10-02,157,11660,1.35%,3.2
2025-10-03,183,10933,1.67%,3.5
2025-10-04,139,9685,1.44%,3.6
2025-10-05,148,12139,1.22%,4.5
2025-10-06,158,12541,1.26%,3.6
2025-10-07,165,11282,1.46%,3.6
2025-10-08,163,10694,1.52%,3.5
2025-10-09,164,11173,1.47%,3.3
2025-10-10,155,10489,1.48%,3.7
2025-10-11,104,8881,1.17%,4.3
2025-10-12,138,9193,1.5%,4.2
2025-10-13,175,11600,1.51%,3.9
2025-10-14,149,11162,1.33%,3.9
2025-10-15,154,10272,1.5%,3.9
2025-10-16,168,10817,1.55%,3.8
2025-10-17,148,10625,1.39%,3.6
2025-10-18,120,9272,1.29%,3.9
2025-10-19,127,9983,1.27%,4.1
2025-10-20,186,11761,1.58%,4.2
2025-10-21,150,11673,1.29%,4.3
2025-10-22,112,11941,0.94%,3.8
2025-10-23,148,11784,1.26%,3.3
2025-10-24,155,11424,1.36%,3.4
2025-10-25,112,10445,1.07%,3.3
2025-10-26,136,11027,1.23%,4.4
2025-10-27,155,11999,1.29%,3.2
2025-10-28,153,11756,1.3%,3.9
2025-10-29,122,10700,1.14%,3.6
2025-10-30,130,11644,1.12%,4.1
2025-10-31,105,11214,0.94%,3.9
2025-11-01,97,10459,0.93%,3.5
2025-11-02,132,11846,1.11%,3.5
2025-11-03,141,12970,1.09%,3.1
2025-11-04,141,12867,1.1%,3.1
2025-11-05,136,13133,1.04%,3
2025-11-06,140,11953,1.17%,3.2
2025-11-07,105,11332,0.93%,3.4
2025-11-08,106,10592,1%,3.5
2025-11-09,149,11284,1.32%,3.7
2025-11-10,168,15137,1.11%,2.6
2025-11-11,135,11874,1.14%,3.1
2025-11-12,136,13098,1.04%,3.6
2025-11-13,132,12542,1.05%,3
2025-11-14,137,12323,1.11%,3
2025-11-15,116,10143,1.14%,3.4
2025-11-16,148,13379,1.11%,6.3
2025-11-17,125,16835,0.74%,4.2
2025-11-18,202,20337,0.99%,3.3
2025-11-19,189,16551,1.14%,3.1
2025-11-20,164,14256,1.15%,3.3
2025-11-21,152,12925,1.18%,2.8
2025-11-22,112,11824,0.95%,3.4
2025-11-23,174,18452,0.94%,5.4
2025-11-24,144,22241,0.65%,5.6
2025-11-25,125,13568,0.92%,3.4
2025-11-26,156,15868,0.98%,3.2
2025-11-27,167,16145,1.03%,3.2
2025-11-28,168,15540,1.08%,3.1
2025-11-29,155,12946,1.2%,2.9
2025-11-30,132,15776,0.84%,3.1
2025-12-01,170,17585,0.97%,3.1
2025-12-02,129,15784,0.82%,3.4
2025-12-03,152,14121,1.08%,3.4
2025-12-04,178,17809,1%,2.9
2025-12-05,161,16252,0.99%,2.9
2025-12-06,138,14562,0.95%,3
2025-12-07,137,17818,0.77%,3
2025-12-08,183,20133,0.91%,2.9
2025-12-09,203,18849,1.08%,3
2025-12-10,153,17940,0.85%,3
2025-12-11,168,17963,0.94%,2.9
2025-12-12,159,16902,0.94%,3.3
2025-12-13,133,13464,0.99%,3.3
2025-12-14,144,16299,0.88%,3.6
2025-12-15,211,18542,1.14%,3.4
2025-12-16,163,19873,0.82%,3.1
2025-12-17,168,17031,0.99%,2.9
2025-12-18,157,19216,0.82%,3.7
2025-12-19,189,16966,1.11%,3.4
2025-12-20,138,15675,0.88%,3.4
2025-12-21,149,17785,0.84%,4
2025-12-22,196,17332,1.13%,4.5
2025-12-23,170,12949,1.31%,4.1
2025-12-24,92,8269,1.11%,4.3
2025-12-25,138,12188,1.13%,3.9
2025-12-26,186,15699,1.18%,3.6
2025-12-27,167,14499,1.15%,3.6
2025-12-28,179,15337,1.17%,3.8
2025-12-29,173,15425,1.12%,3.8
2025-12-30,170,12293,1.38%,4.8
2025-12-31,106,8354,1.27%,4
2026-01-01,172,15490,1.11%,3.2
2026-01-02,219,20356,1.08%,3.1
2026-01-03,183,18412,0.99%,3.5
2026-01-04,203,18990,1.07%,3.3
2026-01-05,230,19862,1.16%,3.3
2026-01-06,186,19177,0.97%,3.5
2026-01-07,181,19798,0.91%,3.5
2026-01-08,147,18727,0.78%,3.6
2026-01-09,136,17317,0.79%,3.7
2026-01-10,131,13294,0.99%,3.5
2026-01-11,142,14177,1%,3.2
2026-01-12,160,17340,0.92%,3.5
2026-01-13,146,14973,0.98%,3.6
2026-01-14,173,14365,1.2%,3.5
2026-01-15,128,13357,0.96%,3.5
2026-01-16,139,13463,1.03%,3.5
2026-01-17,137,15232,0.9%,3.4
2026-01-18,123,16243,0.76%,5.2
2026-01-19,143,15245,0.94%,3.8
2026-01-20,125,14715,0.85%,3.6
2026-01-21,110,14139,0.78%,3.4
2026-01-22,122,14251,0.86%,3.6
2026-01-23,110,15141,0.73%,3.1
2026-01-24,111,15729,0.71%,3.2
2026-01-25,134,17525,0.76%,3
2026-01-26,119,19666,0.61%,3.1
2026-01-27,125,17224,0.73%,3.4
2026-01-28,113,16279,0.69%,3.5
2026-01-29,118,17821,0.66%,3.2
2026-01-30,124,16784,0.74%,3.4
2026-01-31,107,16226,0.66%,3.3
2026-02-01,114,17582,0.65%,3.5
2026-02-02,118,17136,0.69%,3.8
2026-02-03,135,15294,0.88%,3.3
2026-02-04,120,14605,0.82%,3.5
2026-02-05,107,14914,0.72%,3.4
2026-02-06,101,16046,0.63%,4.6
2026-02-07,84,14776,0.57%,4.2
2026-02-08,115,16205,0.71%,3.8
2026-02-09,125,17768,0.7%,4
2026-02-10,134,16932,0.79%,3.9
2026-02-11,130,16982,0.77%,4.2
2026-02-12,137,17722,0.77%,4.4
2026-02-13,139,18207,0.76%,3.3
2026-02-14,86,11473,0.75%,3.8
2026-02-15,107,17043,0.63%,3.1
2026-02-16,106,18321,0.58%,2.8
2026-02-17,154,19536,0.79%,2.8
2026-02-18,117,20116,0.58%,3.1
2026-02-19,124,19484,0.64%,3.5
2026-02-20,90,15605,0.58%,3.4
2026-02-21,80,17609,0.45%,3.3
2026-02-22,107,17448,0.61%,3.1
2026-02-23,169,17494,0.97%,3.3
2026-02-24,126,17978,0.7%,3.2
2026-02-25,128,15712,0.81%,3.6
2026-02-26,102,15818,0.64%,3.7
2026-02-27,106,18092,0.59%,3.2
2026-02-28,77,11337,0.68%,3.8
2026-03-01,106,16467,0.64%,4.3
2026-03-02,109,14592,0.75%,4.3
2026-03-03,108,15961,0.68%,3.8
2026-03-04,88,13113,0.67%,4.7
2026-03-05,115,14938,0.77%,3.8
2026-03-06,87,11644,0.75%,4.7
2026-03-07,61,14313,0.43%,3.7
2026-03-08,77,14310,0.54%,3.6
2026-03-09,92,17429,0.53%,3.4
2026-03-10,130,19349,0.67%,3.8
2026-03-11,106,17412,0.61%,3.2
2026-03-12,105,15988,0.66%,3.8
2026-03-13,91,9989,0.91%,3.9
2026-03-14,77,9822,0.78%,3.4
2026-03-15,87,13221,0.66%,4.8
2026-03-16,106,14986,0.71%,3.2
2026-03-17,96,11850,0.81%,4.2
2026-03-18,128,12251,1.04%,3.6
2026-03-19,120,12640,0.95%,3.9
2026-03-20,122,13624,0.9%,4.5
2026-03-21,113,11953,0.95%,4.3
2026-03-22,105,13078,0.8%,4.6
2026-03-23,139,14689,0.95%,4.1
2026-03-24,118,14254,0.83%,4.6
2026-03-25,109,13674,0.8%,5
2026-03-26,98,15845,0.62%,5.3
2026-03-27,109,17340,0.63%,5.4
2026-03-28,89,17837,0.5%,5.4
2026-03-29,119,17095,0.7%,5.4
2026-03-30,134,25261,0.53%,5.4
2026-03-31,159,24241,0.66%,4.9
2026-04-01,143,21854,0.65%,4.7
2026-04-02,129,21804,0.59%,4.7
2026-04-03,84,15147,0.55%,4.5
2026-04-04,84,16708,0.5%,5.1
2026-04-05,112,20607,0.54%,5.9
2026-04-06,141,16584,0.85%,4.7
2026-04-07,127,14625,0.87%,4.7
2026-04-08,109,13350,0.82%,4
2026-04-09,107,16127,0.66%,3.8
2026-04-10,116,16508,0.7%,4.5
2026-04-11,86,13218,0.65%,5.1
2026-04-12,95,14457,0.66%,5.5
2026-04-13,72,17229,0.42%,5.1
2026-04-14,125,15160,0.82%,4.8
2026-04-15,102,15899,0.64%,5.2
2026-04-16,124,17679,0.7%,4.8
2026-04-17,131,16713,0.78%,4.3
2026-04-18,110,10801,1.02%,3.7
2026-04-19,87,10219,0.85%,4.6
2026-04-20,99,11822,0.84%,5.7
2026-04-21,92,10609,0.87%,7.1
2026-04-22,82,9825,0.83%,7.3
2026-04-23,86,8014,1.07%,7.5
2026-04-24,78,6989,1.12%,6.8
2026-04-25,73,7303,1%,8
2026-04-26,65,6615,0.98%,7.8
2026-04-27,85,6976,1.22%,6.9
2026-04-28,102,10601,0.96%,6.4
2026-04-29,85,12166,0.7%,7.1
2026-04-30,97,18157,0.53%,6.4
2026-05-01,79,15821,0.5%,7.7
2026-05-02,86,11082,0.78%,5.9
2026-05-03,105,13200,0.8%,5.9
2026-05-04,101,15538,0.65%,5.5
2026-05-05,81,13556,0.6%,5.9
2026-05-06,71,11247,0.63%,5.7
2026-05-07,93,13462,0.69%,5.8
2026-05-08,67,10120,0.66%,5.4
2026-05-09,74,10177,0.73%,5.2
2026-05-10,84,9621,0.87%,5.7
2026-05-11,76,10910,0.7%,5.3
2026-05-12,61,11178,0.55%,6.5
2026-05-13,77,14713,0.52%,4.7
2026-05-14,63,14425,0.44%,4.9
2026-05-15,63,13775,0.46%,5.8
2026-05-16,61,13322,0.46%,6.9
2026-05-17,79,15884,0.5%,7.3
2026-05-18,68,11750,0.58%,6.8
2026-05-19,58,11458,0.51%,6.1
2026-05-20,76,13112,0.58%,5.8
2026-05-21,52,11747,0.44%,5
2026-05-22,66,10503,0.63%,5.9
2026-05-23,41,11681,0.35%,4.9
2026-05-24,78,11647,0.67%,5
2026-05-25,64,13244,0.48%,4.9
