Páginas principais,Cliques,Impressões,CTR,Posição
https://blog.viajeguanabara.com.br/tag/lugares-para-visitar-em-recife/,0,131,0%,107.99
https://blog.viajeguanabara.com.br/rio-de-janeiro-o-que-fazer-e-como-chegar/,0,125,0%,9.06
https://blog.viajeguanabara.com.br/tag/norte/,0,124,0%,26.98
https://blog.viajeguanabara.com.br/tag/ladygaga/,0,118,0%,26.15
https://blog.viajeguanabara.com.br/tag/halloween/,0,116,0%,26.47
https://blog.viajeguanabara.com.br/tag/rock-in-rio/,0,115,0%,89.91
https://blog.viajeguanabara.com.br/tag/will-smith/,0,114,0%,60.46
https://blog.viajeguanabara.com.br/tag/divertida-mente-2/,0,112,0%,85.4
https://blog.viajeguanabara.com.br/category/dicas-de-viagem/page/3/,0,107,0%,123.02
https://blog.viajeguanabara.com.br/tag/viagem-de-onibus/page/4/,0,107,0%,135.68
https://blog.viajeguanabara.com.br/category/viaje-guanabara/feed/,0,105,0%,8.83
https://blog.viajeguanabara.com.br/acao-solidaria-da-guanabara-reforca-estoque-do-hemorio/,0,100,0%,7.45
https://blog.viajeguanabara.com.br/tag/itu/,0,94,0%,36.76
https://blog.viajeguanabara.com.br/tag/bob-esponja/,0,92,0%,6.79
https://blog.viajeguanabara.com.br/tag/dialeto-do-rio-de-janeiro/,0,89,0%,145.44
https://blog.viajeguanabara.com.br/tag/cupom-de-desconto/,0,88,0%,10.98
https://blog.viajeguanabara.com.br/wp-content/uploads/2024/09/avenida-paulista-1250x720.jpg,0,87,0%,21.95
https://blog.viajeguanabara.com.br/author/blog-viajeguanabara-com-br/page/3/,0,86,0%,58.26
https://blog.viajeguanabara.com.br/author/blog-viajeguanabara-com-br/page/6/,0,82,0%,12.76
https://blog.viajeguanabara.com.br/tag/paraiba/,0,80,0%,17.68
https://blog.viajeguanabara.com.br/category/destinos/page/3/,0,78,0%,97.87
https://blog.viajeguanabara.com.br/tag/coisas-pra-fazer-em-casal/,0,77,0%,37.86
https://blog.viajeguanabara.com.br/tag/palmas/,0,76,0%,16.75
https://blog.viajeguanabara.com.br/tag/guanabara/page/5/,0,76,0%,112.41
https://blog.viajeguanabara.com.br/typography/,0,74,0%,11.47
https://blog.viajeguanabara.com.br/tag/restaurantes-na-barra-da-tijuca/,0,66,0%,15.58
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/10/Dicas-nordeste-1250x480.png,0,61,0%,19.87
https://blog.viajeguanabara.com.br/guanabara-recebe-primeiros-os-de-15-metros/,0,58,0%,2.93
https://blog.viajeguanabara.com.br/tag/baleia/,0,57,0%,14.04
https://blog.viajeguanabara.com.br/tag/amazonas/,0,55,0%,15.55
https://blog.viajeguanabara.com.br/tag/viagem-de-onibus/feed/,0,54,0%,12.59
https://blog.viajeguanabara.com.br/o-que-fazer-em-fortaleza-como-chegar-de-guanabara/,0,53,0%,7.36
https://blog.viajeguanabara.com.br/tag/minas-gerais/,0,52,0%,67.08
https://blog.viajeguanabara.com.br/tag/comidas-tipicas/,0,51,0%,50.39
https://blog.viajeguanabara.com.br/tag/paixao-de-cristo/,0,49,0%,84.59
https://blog.viajeguanabara.com.br/tag/promocao/,0,46,0%,17
https://blog.viajeguanabara.com.br/a-guanabara-marcou-presenca-no-rock-the-mountain-2025/,0,45,0%,8.49
https://blog.viajeguanabara.com.br/tag/lencois-maranhenses/,0,41,0%,10.8
https://blog.viajeguanabara.com.br/tag/maranhao/,0,40,0%,21.2
https://blog.viajeguanabara.com.br/tag/carnaval/,0,37,0%,24.59
https://blog.viajeguanabara.com.br/tag/guanabara/page/3/,0,37,0%,83.38
https://blog.viajeguanabara.com.br/tag/tocantins/,0,35,0%,9.26
https://blog.viajeguanabara.com.br/tag/greve-de-onibus/,0,34,0%,63.53
https://blog.viajeguanabara.com.br/tag/campin-grande/,0,32,0%,24.66
https://blog.viajeguanabara.com.br/tag/larissa-manoela/,0,31,0%,17.77
https://blog.viajeguanabara.com.br/tag/onibus-recife-guanabara/,0,28,0%,26.5
https://blog.viajeguanabara.com.br/tag/desconto/,0,26,0%,8.46
https://blog.viajeguanabara.com.br/category/viaje-guanabara/page/3/,0,25,0%,124.68
https://blog.viajeguanabara.com.br/tag/comidas-brasileiras/,0,23,0%,75.96
https://blog.viajeguanabara.com.br/tag/passagem-de-onibus/page/2/,0,23,0%,113.43
https://blog.viajeguanabara.com.br/tag/viagem-guanabara/page/3/,0,22,0%,12.32
https://blog.viajeguanabara.com.br/tag/teresina/,0,21,0%,12.52
https://blog.viajeguanabara.com.br/tag/passeio-de-trem/,0,20,0%,21.9
https://blog.viajeguanabara.com.br/tag/oktoberfest-sao-paulo-2024/,0,20,0%,137.95
https://blog.viajeguanabara.com.br/tag/feriadoes/,0,19,0%,30.58
https://blog.viajeguanabara.com.br/tag/guanabara-em-greve/,0,19,0%,107.05
https://blog.viajeguanabara.com.br/tag/gratuidade/,0,18,0%,4.39
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/10/Natal-Rio-Grande-do-Norte-1250x480.png,0,18,0%,16.44
https://blog.viajeguanabara.com.br/tag/praia-de-cobacabana/,0,18,0%,59
https://blog.viajeguanabara.com.br/17-destinos-baratos-para-voce-conhecer-no-nordeste-brasileiro,0,17,0%,1
https://blog.viajeguanabara.com.br/author/blog-viajeguanabara-com-br/page/2/,0,17,0%,5.29
https://blog.viajeguanabara.com.br/tag/copacabana/,0,15,0%,12.93
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/10/Restaurantes-romanticos-em-Fortaleza-1250x480.png,0,15,0%,14
https://blog.viajeguanabara.com.br/tag/viagem-para-praia-com-o-guanabara/,0,14,0%,7.07
https://blog.viajeguanabara.com.br/tag/viagem-guanabara/page/6/,0,14,0%,7.79
https://blog.viajeguanabara.com.br/tag/melhores-lugares-para-comer/,0,14,0%,9.71
https://blog.viajeguanabara.com.br/tag/salto/,0,14,0%,10.29
https://blog.viajeguanabara.com.br/wp-content/uploads/2025/05/A1-1250x1250.jpg,0,14,0%,19.86
https://blog.viajeguanabara.com.br/tag/viagem-de-onibus/,0,14,0%,37.57
https://blog.viajeguanabara.com.br/tag/passagem-de-onibus/page/7/,0,14,0%,180.71
https://blog.viajeguanabara.com.br/wp-content/uploads/2024/02/FJR_2795-1-1250x1250.jpg,0,13,0%,7.38
https://blog.viajeguanabara.com.br/tag/parana/,0,13,0%,9.92
https://blog.viajeguanabara.com.br/tag/passagem-de-onibus/page/3/,0,13,0%,48.46
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/10/Restaurantes-romanticos-em-Fortaleza.png,0,12,0%,16.75
https://blog.viajeguanabara.com.br/author/blog-viajeguanabara-com-br/page/9/,0,11,0%,7.09
https://blog.viajeguanabara.com.br/tag/disney/,0,11,0%,9.73
https://blog.viajeguanabara.com.br/tag/feriados/,0,11,0%,9.73
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/10/A-familia-Cresceu-1250x480.png,0,11,0%,20.45
https://blog.viajeguanabara.com.br/wp-content/uploads/2024/05/sao-joao-de-campina-grande-1250x1200.jpeg,0,11,0%,29.91
https://blog.viajeguanabara.com.br/category/dicas-de-viagem/page/4/,0,11,0%,122
https://blog.viajeguanabara.com.br/tag/viagem-para-recife-de-guanabara/,0,10,0%,6.1
https://blog.viajeguanabara.com.br/tag/viagem-de-onibus/page/3/,0,10,0%,52
https://blog.viajeguanabara.com.br/10-curiosidades-incriveis-sobre-fortaleza,0,9,0%,1
https://blog.viajeguanabara.com.br/tag/passagem-de-onibus/,0,9,0%,11.11
https://blog.viajeguanabara.com.br/tag/greve-guanabara/,0,9,0%,19.44
https://blog.viajeguanabara.com.br/tag/festival/,0,9,0%,30.44
https://blog.viajeguanabara.com.br/tag/black-friday/,0,8,0%,5.25
https://blog.viajeguanabara.com.br/tag/viajar-com-a-guanabara/,0,8,0%,5.5
https://blog.viajeguanabara.com.br/wp-content/uploads/2025/05/ad4c5a62-2ed4-479f-9a3a-9ef61a025922.jpg,0,8,0%,30
https://blog.viajeguanabara.com.br/tag/historia-de-natal/,0,8,0%,36.75
https://blog.viajeguanabara.com.br/category/curiosidades/page/2/,0,7,0%,10
https://blog.viajeguanabara.com.br/tag/feriado/,0,7,0%,11.14
https://blog.viajeguanabara.com.br/wp-content/uploads/2025/12/Gemini_Generated_Image_b81rvpb81rvpb81r-1250x1250.png,0,7,0%,14.14
https://blog.viajeguanabara.com.br/tag/viagem-de-onibus/page/6/,0,7,0%,16
https://blog.viajeguanabara.com.br/tag/passagens-de-onibus/,0,7,0%,16.29
https://blog.viajeguanabara.com.br/tag/fortaleza/,0,7,0%,26.71
https://blog.viajeguanabara.com.br/category/viagens/page/2/,0,6,0%,7.5
https://blog.viajeguanabara.com.br/tag/viagem-guanabara/page/2/,0,6,0%,7.67
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/10/Vantagens-de-viajar-de-onibus.png,0,6,0%,19.17
https://blog.viajeguanabara.com.br/wp-content/uploads/2025/12/Gemini_Generated_Image_b81rvpb81rvpb81r.png,0,6,0%,19.33
https://blog.viajeguanabara.com.br/tag/feriado-prolongado/,0,6,0%,23.5
https://blog.viajeguanabara.com.br/tag/desconto/page/2/,0,6,0%,30.33
https://blog.viajeguanabara.com.br/tag/guanabara/page/7/,0,6,0%,134.5
https://blog.viajeguanabara.com.br/10-curiosidades-sobre-salvador-na-bahia.html,0,5,0%,1
https://blog.viajeguanabara.com.br/guia-de-orientacao-aos-passageiros/,0,5,0%,1.4
https://blog.viajeguanabara.com.br/tag/belo-horizonte/,0,5,0%,2.6
https://blog.viajeguanabara.com.br/tag/curiosidades-de-salvador/,0,5,0%,4.6
https://blog.viajeguanabara.com.br/tag/ibis/,0,5,0%,6.8
https://blog.viajeguanabara.com.br/tag/guanabara/page/6/,0,5,0%,9.2
https://blog.viajeguanabara.com.br/wp-content/uploads/2024/05/Design-sem-nome-1250x720.jpg,0,5,0%,9.4
https://blog.viajeguanabara.com.br/vitoria-es-guia-completo-de-o-que-fazer-na-capital-capixaba/,0,5,0%,13.4
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/10/Guia-para-viajar-com-criancas-1250x480.png,0,5,0%,15.6
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/10/Guia-para-viajar-com-criancas.png,0,5,0%,16
https://blog.viajeguanabara.com.br/tag/melhores-lugares-pra-comer-no-rio-de-janeiro/,0,5,0%,16.2
https://blog.viajeguanabara.com.br/tag/corpus-christi/,0,5,0%,20.4
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/10/Vantagens-de-viajar-de-onibus-1250x480.png,0,5,0%,21
https://blog.viajeguanabara.com.br/wp-content/uploads/2025/12/20251220_211451-scaled-1.webp,0,5,0%,21.8
https://blog.viajeguanabara.com.br/category/dicas-de-viagem/page/2/,0,5,0%,23.2
https://blog.viajeguanabara.com.br/tag/a-novica-rebelde/,0,4,0%,5.75
https://blog.viajeguanabara.com.br/tag/viagem/page/6/,0,4,0%,7.25
https://blog.viajeguanabara.com.br/tag/piaui/,0,4,0%,7.5
https://blog.viajeguanabara.com.br/tag/passagem-de-onibus/page/5/,0,4,0%,7.75
https://blog.viajeguanabara.com.br/tag/reveillon/,0,4,0%,8
https://blog.viajeguanabara.com.br/wp-content/uploads/2026/01/Espanta--1250x1004.png,0,4,0%,10.75
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/10/A-familia-Cresceu.png,0,4,0%,12.5
https://blog.viajeguanabara.com.br/tag/restaurante/,0,4,0%,13
https://blog.viajeguanabara.com.br/author/luana/,0,4,0%,20.25
