Data,Cliques,Impressões,CTR,Posição
2025-03-16,3555,47025,7.56%,11.2
2025-03-17,4245,53110,7.99%,10.7
2025-03-18,4037,71733,5.63%,25.2
2025-03-19,3804,53309,7.14%,14.4
2025-03-20,4194,53642,7.82%,12.2
2025-03-21,4114,51737,7.95%,11.4
2025-03-22,3136,44713,7.01%,14.1
2025-03-23,3485,46949,7.42%,12.5
2025-03-24,4501,55726,8.08%,11.8
2025-03-25,3937,55408,7.11%,15.4
2025-03-26,4750,54007,8.8%,11.8
2025-03-27,4114,55437,7.42%,13
2025-03-28,4025,55466,7.26%,14.4
2025-03-29,3372,47351,7.12%,15
2025-03-30,3570,48134,7.42%,12.3
2025-03-31,4660,56945,8.18%,11.4
2025-04-01,4806,57312,8.39%,11.7
2025-04-02,5059,71855,7.04%,20.9
2025-04-03,5075,58757,8.64%,10.7
2025-04-04,4564,62634,7.29%,15
2025-04-05,3761,50571,7.44%,13.2
2025-04-06,4075,53316,7.64%,13
2025-04-07,5106,60777,8.4%,10.3
2025-04-08,5010,65950,7.6%,10
2025-04-09,7856,65399,12.01%,10.8
2025-04-10,5750,63187,9.1%,10.2
2025-04-11,7981,62029,12.87%,10.1
2025-04-12,4184,55552,7.53%,14.6
2025-04-13,4639,57938,8.01%,11.7
2025-04-14,6930,76428,9.07%,9.4
2025-04-15,6679,76609,8.72%,9.3
2025-04-16,6856,77062,8.9%,7.6
2025-04-17,5878,75456,7.79%,9.2
2025-04-18,4173,61854,6.75%,13.7
2025-04-19,3784,54258,6.97%,14.5
2025-04-20,4276,60577,7.06%,13.7
2025-04-21,5238,67926,7.71%,10.3
2025-04-22,4857,60398,8.04%,10.8
2025-04-23,4307,61545,7%,15.5
2025-04-24,4235,64088,6.61%,18
2025-04-25,4132,60174,6.87%,16.6
2025-04-26,3428,49772,6.89%,16.8
2025-04-27,3491,54581,6.4%,17.3
2025-04-28,4866,65035,7.48%,16.2
2025-04-29,4808,65055,7.39%,16.7
2025-04-30,4950,67702,7.31%,15.4
2025-05-01,3810,62746,6.07%,15.2
2025-05-02,4200,60736,6.92%,16.8
2025-05-03,3391,54349,6.24%,18.9
2025-05-04,3887,57605,6.75%,17.8
2025-05-05,4490,63010,7.13%,16.1
2025-05-06,4333,61475,7.05%,16.9
2025-05-07,4270,61841,6.9%,17.4
2025-05-08,4548,62919,7.23%,17
2025-05-09,4508,62127,7.26%,16.5
2025-05-10,3452,53113,6.5%,19.4
2025-05-11,3322,53157,6.25%,20.4
2025-05-12,4531,63025,7.19%,17.9
2025-05-13,3973,58488,6.79%,18.5
2025-05-14,4114,59358,6.93%,18.4
2025-05-15,4023,58814,6.84%,17.8
2025-05-16,4039,59761,6.76%,19.4
2025-05-17,3142,50433,6.23%,20.6
2025-05-18,3421,53121,6.44%,20.1
2025-05-19,4332,61804,7.01%,18.4
2025-05-20,4229,74981,5.64%,26.1
2025-05-21,4136,61724,6.7%,17.9
2025-05-22,4171,59585,7%,17.6
2025-05-23,3945,64112,6.15%,21
2025-05-24,3008,50378,5.97%,19.9
2025-05-25,3075,53924,5.7%,19.7
2025-05-26,3293,61820,5.33%,18
2025-05-27,1813,54529,3.32%,19.2
2025-05-28,1809,55296,3.27%,20.4
2025-05-29,2888,62728,4.6%,19.6
2025-05-30,2962,62194,4.76%,19.4
2025-05-31,2331,54113,4.31%,20.8
2025-06-01,2704,57573,4.7%,18.8
2025-06-02,3463,65688,5.27%,16.4
2025-06-03,3464,65601,5.28%,17.7
2025-06-04,3386,63656,5.32%,17.2
2025-06-05,3360,64383,5.22%,17.4
2025-06-06,4259,66184,6.44%,15.8
2025-06-07,2649,55876,4.74%,19.6
2025-06-08,2909,58353,4.99%,18.7
2025-06-09,7030,68716,10.23%,17
2025-06-10,3408,65173,5.23%,18.5
2025-06-11,3247,65300,4.97%,18.2
2025-06-12,3512,62023,5.66%,18.9
2025-06-13,3737,61719,6.05%,17.4
2025-06-14,2902,54968,5.28%,20.2
2025-06-15,3326,60059,5.54%,18.7
2025-06-16,4354,72256,6.03%,16.1
2025-06-17,4083,70366,5.8%,16.4
2025-06-18,4062,72560,5.6%,16.5
2025-06-19,2987,63203,4.73%,17.7
2025-06-20,3097,62397,4.96%,17.7
2025-06-21,2635,69511,3.79%,27.1
2025-06-22,3145,61185,5.14%,16.8
2025-06-23,3465,73681,4.7%,20.8
2025-06-24,3280,65264,5.03%,17.3
2025-06-25,3486,68294,5.1%,16.7
2025-06-26,3280,67345,4.87%,17.2
2025-06-27,3093,66716,4.64%,18.1
2025-06-28,2436,57905,4.21%,20.1
2025-06-29,2664,61369,4.34%,19.1
2025-06-30,3858,80158,4.81%,17
2025-07-01,3742,73359,5.1%,14.7
2025-07-02,3930,73823,5.32%,15.5
2025-07-03,3872,71085,5.45%,14.6
2025-07-04,3668,69384,5.29%,15
2025-07-05,2856,58872,4.85%,17.5
2025-07-06,3307,63378,5.22%,16.7
2025-07-07,4541,77048,5.89%,13.8
2025-07-08,4218,74595,5.65%,15.3
2025-07-09,4051,78328,5.17%,18.4
2025-07-10,3935,76363,5.15%,17.2
2025-07-11,3685,75055,4.91%,16.8
2025-07-12,2798,65949,4.24%,20.8
2025-07-13,3245,67510,4.81%,17.9
2025-07-14,4413,81397,5.42%,15
2025-07-15,3858,77475,4.98%,16
2025-07-16,3766,74229,5.07%,15.8
2025-07-17,3653,72738,5.02%,15
2025-07-18,3325,70707,4.7%,15.7
2025-07-19,2712,61603,4.4%,18.8
2025-07-20,3039,65223,4.66%,18.3
2025-07-21,3974,75435,5.27%,14.9
2025-07-22,3575,71087,5.03%,16.5
2025-07-23,3472,78314,4.43%,21.1
2025-07-24,3393,70145,4.84%,16.6
2025-07-25,3048,86213,3.54%,26
2025-07-26,2409,60289,4%,20
2025-07-27,2654,63651,4.17%,19.5
2025-07-28,3515,73979,4.75%,16.9
2025-07-29,3307,73262,4.51%,18.1
2025-07-30,3453,70250,4.92%,17.5
2025-10-28,2423,57625,4.2%,5.2
2025-10-29,2087,56826,3.67%,5.2
2025-10-30,2119,57905,3.66%,4.9
2025-10-31,2204,62222,3.54%,6.4
2025-11-01,1804,52694,3.42%,6.6
2025-11-02,2008,56640,3.55%,5.5
2025-11-03,2494,67779,3.68%,5.4
2025-11-04,2333,62280,3.75%,4.7
2025-11-05,2295,61832,3.71%,5.1
2025-11-06,2320,62242,3.73%,4.9
2025-11-07,2462,61865,3.98%,5.3
2025-11-08,1932,50920,3.79%,6.4
2025-11-09,2061,54134,3.81%,5.7
2025-11-10,2983,67471,4.42%,5.3
2025-11-11,2703,64352,4.2%,5
2025-11-12,2613,63925,4.09%,5
2025-11-13,2720,64981,4.19%,4.9
2025-11-14,2440,65674,3.72%,5.5
2025-11-15,1944,55318,3.51%,5.7
2025-11-16,2403,73951,3.25%,13.5
2025-11-17,3226,73242,4.4%,5.3
2025-11-18,4842,82001,5.9%,5.2
2025-11-19,3229,73428,4.4%,4.9
2025-11-20,2742,66415,4.13%,5.4
2025-11-21,2633,65783,4%,5.4
2025-11-22,2123,55959,3.79%,5.5
2025-11-23,2698,64148,4.21%,5.3
2025-11-24,3322,71395,4.65%,5.4
2025-11-25,3091,63541,4.86%,5.2
2025-11-26,3075,63761,4.82%,5.4
2025-11-27,2977,65963,4.51%,5
2025-11-28,2847,68138,4.18%,5.3
2025-11-29,2068,50898,4.06%,5.2
2025-11-30,3521,60410,5.83%,5.2
2025-12-01,4177,74964,5.57%,4.8
2025-12-02,3724,73430,5.07%,4.9
2025-12-03,3699,70725,5.23%,4.8
2025-12-04,3893,71423,5.45%,5.4
2025-12-05,3597,72501,4.96%,4.9
2025-12-06,2766,58259,4.75%,5.1
2025-12-07,2888,62498,4.62%,5.2
2025-12-08,3885,77841,4.99%,5.3
2025-12-09,3217,75578,4.26%,5.1
2025-12-10,3096,72524,4.27%,5
2025-12-11,3286,76772,4.28%,4.9
2025-12-12,2712,68712,3.95%,5.4
2025-12-13,2156,59857,3.6%,5.9
2025-12-14,2595,64228,4.04%,5.7
2025-12-15,3473,84114,4.13%,5.3
2025-12-16,3301,79971,4.13%,5.6
2025-12-17,2986,73399,4.07%,4.9
2025-12-18,3111,77514,4.01%,5.2
2025-12-19,3167,80993,3.91%,7
2025-12-20,2710,67119,4.04%,5.1
2025-12-21,2817,70256,4.01%,5.6
2025-12-22,3474,99059,3.51%,10.8
2025-12-23,3218,80886,3.98%,6.3
2025-12-24,1878,59273,3.17%,6.9
2025-12-25,2656,67012,3.96%,5.8
2025-12-26,3485,82069,4.25%,5
2025-12-27,2909,71025,4.1%,5.3
2025-12-28,3122,74363,4.2%,5.6
2025-12-29,3626,87706,4.13%,5.2
2025-12-30,3096,81473,3.8%,5.6
2025-12-31,1925,56022,3.44%,5.7
2026-01-01,2842,68575,4.14%,5.8
2026-01-02,3856,90926,4.24%,5.1
2026-01-03,3571,77778,4.59%,5.2
2026-01-04,3660,78275,4.68%,5.1
2026-01-05,3895,86966,4.48%,5.1
2026-01-06,3580,79194,4.52%,4.8
2026-01-07,3340,81326,4.11%,5.6
2026-01-08,2976,73295,4.06%,5.5
2026-01-09,2759,69236,3.98%,5.9
2026-01-10,2428,58544,4.15%,6
2026-01-11,2525,61087,4.13%,6
2026-01-12,3264,74748,4.37%,5.4
2026-01-13,3112,72712,4.28%,5.6
2026-01-14,3110,72023,4.32%,5.9
2026-01-15,3143,69866,4.5%,5.7
2026-01-16,2812,67667,4.16%,6.3
2026-01-17,2417,54625,4.42%,6.4
2026-01-18,2327,73182,3.18%,15.3
2026-01-19,2838,67869,4.18%,6.5
2026-01-20,2627,63875,4.11%,5.9
2026-01-21,2429,60788,4%,6.4
2026-01-22,2446,59976,4.08%,6
2026-01-23,2349,56065,4.19%,5.8
2026-01-24,1893,47139,4.02%,6.9
2026-01-25,1996,48767,4.09%,7
2026-01-26,2571,57750,4.45%,6.1
2026-01-27,2324,52377,4.44%,6.3
2026-01-28,2437,53048,4.59%,6.1
2026-01-29,2028,53036,3.82%,6.4
2026-01-30,2150,53978,3.98%,6.7
2026-01-31,1764,45827,3.85%,7.2
2026-02-01,1862,47626,3.91%,6.4
2026-02-02,2173,55562,3.91%,6.4
2026-02-03,1717,53156,3.23%,5.9
2026-02-04,1589,53612,2.96%,6.9
2026-02-05,1553,55448,2.8%,8
2026-02-06,1495,53550,2.79%,6.8
2026-02-07,1328,44317,3%,6.2
2026-02-08,1378,47566,2.9%,6.5
2026-02-09,1733,57531,3.01%,6.5
2026-02-10,1667,53080,3.14%,5.7
2026-02-11,1697,54990,3.09%,5.7
2026-02-12,1897,58683,3.23%,6.2
2026-02-13,1898,59090,3.21%,5.6
2026-02-14,1315,46375,2.84%,5.5
2026-02-15,1229,46424,2.65%,8.3
2026-02-16,1315,52003,2.53%,6.7
2026-02-17,1421,52387,2.71%,6.6
2026-02-18,1560,53260,2.93%,6.5
2026-02-19,1559,52199,2.99%,6.7
2026-02-20,1516,50078,3.03%,6.5
2026-02-21,1271,42391,3%,7.6
2026-02-22,1315,44096,2.98%,7.5
2026-02-23,2599,52480,4.95%,7
2026-02-24,1720,48215,3.57%,6.3
2026-02-25,1413,45115,3.13%,6.1
2026-02-26,1580,47225,3.35%,6.5
2026-02-27,1460,48362,3.02%,6.4
2026-02-28,1154,41192,2.8%,6.5
2026-03-01,1273,48342,2.63%,9.1
2026-03-02,1531,54899,2.79%,7.3
2026-03-03,1501,49824,3.01%,6.4
2026-03-04,1572,48887,3.22%,5.3
2026-03-05,1500,47397,3.16%,4.7
2026-03-06,1618,49223,3.29%,4.6
2026-03-07,1218,40995,2.97%,4.8
2026-03-08,1209,41195,2.93%,4.8
2026-03-09,1649,50504,3.27%,4.5
2026-03-10,1663,49959,3.33%,4.7
2026-03-11,1656,49432,3.35%,4.8
2026-03-12,1695,48982,3.46%,4.2
2026-03-13,1493,47681,3.13%,3.9
2026-03-14,1286,40990,3.14%,4.5
2026-03-15,1318,47908,2.75%,5.9
2026-03-16,1802,51548,3.5%,4.2
2026-03-17,1753,47402,3.7%,3.9
2026-03-18,1608,49369,3.26%,4.3
2026-03-19,1851,48701,3.8%,4.7
2026-03-20,2017,48876,4.13%,4.3
2026-03-21,1852,41904,4.42%,4.2
2026-03-22,1687,44828,3.76%,4.6
2026-03-23,2356,53126,4.43%,3.6
2026-03-24,2233,53028,4.21%,4.3
2026-03-25,2120,49635,4.27%,4.5
2026-03-26,2243,54282,4.13%,4.6
2026-03-27,2237,53528,4.18%,4.2
2026-03-28,1931,45564,4.24%,4.5
2026-03-29,2040,48357,4.22%,4.4
2026-03-30,2900,65416,4.43%,4.1
2026-03-31,2699,63599,4.24%,3.8
2026-04-01,3957,66995,5.91%,3.7
2026-04-02,4853,60516,8.02%,3.8
2026-04-03,3701,48715,7.6%,4.1
2026-04-04,3750,45262,8.29%,4.1
2026-04-05,3904,48150,8.11%,3.6
2026-04-06,4844,52720,9.19%,4.1
2026-04-07,2947,48681,6.05%,4.4
2026-04-08,2453,46991,5.22%,4.4
2026-04-09,2167,46379,4.67%,4.5
2026-04-10,2116,45104,4.69%,3.7
2026-04-11,1394,38715,3.6%,4.8
2026-04-12,1446,40867,3.54%,5.1
2026-04-13,2025,50197,4.03%,4.3
2026-04-14,1969,49183,4%,4.3
2026-04-15,2039,45750,4.46%,3.2
2026-04-16,2289,49413,4.63%,2.8
2026-04-17,3210,52191,6.15%,3.5
2026-04-18,2319,44295,5.24%,5.5
2026-04-19,2279,43181,5.28%,3.3
2026-04-20,2566,51389,4.99%,3.3
2026-04-21,2889,49002,5.9%,3.4
2026-04-22,3036,49605,6.12%,3.3
2026-04-23,3123,50868,6.14%,3.4
2026-04-24,2986,50801,5.88%,3.4
2026-04-25,2236,42676,5.24%,3.5
2026-04-26,2670,47708,5.6%,3.5
2026-04-27,3052,53687,5.68%,3.2
2026-04-28,3042,52530,5.79%,3.3
2026-04-29,2767,55450,4.99%,3.5
2026-04-30,2723,57028,4.77%,3.2
2026-05-01,2907,55079,5.28%,4.8
2026-05-02,2071,42005,4.93%,3.4
2026-05-03,2352,47485,4.95%,3.5
2026-05-04,2912,53199,5.47%,3.4
2026-05-05,2459,51056,4.82%,3.6
2026-05-06,2408,51102,4.71%,3.7
2026-05-07,2486,51186,4.86%,3.5
2026-05-08,2451,52851,4.64%,3.6
2026-05-09,1575,41175,3.83%,3.7
2026-05-10,1789,41271,4.33%,3.7
2026-05-11,2312,52252,4.42%,3.7
2026-05-12,2303,53001,4.35%,5.6
2026-05-13,2905,51098,5.69%,5.3
2026-05-14,1940,47655,4.07%,5.3
2026-05-15,1740,42729,4.07%,3.8
2026-05-16,1540,36660,4.2%,4.2
2026-05-17,1695,42193,4.02%,4.9
2026-05-18,2556,49460,5.17%,4.1
2026-05-19,1938,49786,3.89%,3.9
2026-05-20,1902,51295,3.71%,4
2026-05-21,1879,50662,3.71%,4.1
2026-05-22,1981,52702,3.76%,4.3
2026-05-23,1630,44955,3.63%,4.5
2026-05-24,1971,50809,3.88%,4.7
