Data,Cliques,Impressões,CTR,Posição
2025-09-16,156,25118,0.62%,1.9
2025-09-17,168,26022,0.65%,2.1
2025-09-18,185,28318,0.65%,2
2025-09-19,163,27256,0.6%,2
2025-09-20,126,20816,0.61%,2
2025-09-21,139,22713,0.61%,2.1
2025-09-22,176,28651,0.61%,2.1
2025-09-23,176,26947,0.65%,2.1
2025-09-24,147,26421,0.56%,2
2025-09-25,140,24395,0.57%,2.1
2025-09-26,126,22825,0.55%,2.1
2025-09-27,117,18469,0.63%,2
2025-09-28,130,20143,0.65%,2.1
2025-09-29,157,24708,0.64%,2.1
2025-09-30,168,25148,0.67%,2.1
2025-10-01,152,25006,0.61%,2.1
2025-10-02,176,28355,0.62%,1.9
2025-10-03,188,28221,0.67%,2
2025-10-04,122,21770,0.56%,2
2025-10-05,161,24231,0.66%,2
2025-10-06,223,31596,0.71%,2.1
2025-10-07,200,28432,0.7%,2.1
2025-10-08,208,25533,0.81%,2.2
2025-10-09,166,27020,0.61%,2.1
2025-10-10,153,25988,0.59%,2.1
2025-10-11,113,21278,0.53%,2.2
2025-10-12,144,21925,0.66%,2.1
2025-10-13,172,28313,0.61%,2.2
2025-10-14,181,26937,0.67%,2.2
2025-10-15,171,25130,0.68%,2.3
2025-10-16,181,26247,0.69%,2.2
2025-10-17,166,26249,0.63%,2.3
2025-10-18,117,20383,0.57%,2.3
2025-10-19,153,21810,0.7%,2.3
2025-10-20,239,28144,0.85%,2.4
2025-10-21,191,24702,0.77%,2.5
2025-10-22,174,23560,0.74%,2.4
2025-10-23,157,26320,0.6%,2.3
2025-10-24,139,25782,0.54%,2.1
2025-10-25,132,20454,0.65%,2
2025-10-26,143,21629,0.66%,2.1
2025-10-27,201,27869,0.72%,2.3
2025-10-28,182,24569,0.74%,2.3
2025-10-29,154,23907,0.64%,2.3
2025-10-30,165,23934,0.69%,2.2
2025-10-31,169,23844,0.71%,2.3
2025-11-01,116,19938,0.58%,2.2
2025-11-02,136,21501,0.63%,2.2
2025-11-03,175,27436,0.64%,2.3
2025-11-04,188,25547,0.74%,2.2
2025-11-05,165,25685,0.64%,2.2
2025-11-06,171,27462,0.62%,2.2
2025-11-07,151,27499,0.55%,2.1
2025-11-08,118,20543,0.57%,2.3
2025-11-09,132,21303,0.62%,2.5
2025-11-10,181,31784,0.57%,2.1
2025-11-11,197,27090,0.73%,2.3
2025-11-12,189,27714,0.68%,2.3
2025-11-13,173,30254,0.57%,2.1
2025-11-14,148,29599,0.5%,2.1
2025-11-15,135,20670,0.65%,2.2
2025-11-16,154,23621,0.65%,2.9
2025-11-17,247,31124,0.79%,2.2
2025-11-18,290,41525,0.7%,1.9
2025-11-19,219,35962,0.61%,2
2025-11-20,187,31446,0.59%,2.1
2025-11-21,146,29428,0.5%,2.1
2025-11-22,120,25395,0.47%,2.5
2025-11-23,150,27748,0.54%,2.6
2025-11-24,180,32647,0.55%,2.4
2025-11-25,251,30749,0.82%,2.2
2025-11-26,240,31343,0.77%,2
2025-11-27,239,33446,0.71%,2.2
2025-11-28,289,29966,0.96%,2.1
2025-11-29,176,20437,0.86%,2.2
2025-11-30,200,27065,0.74%,2
2025-12-01,323,31546,1.02%,2.3
2025-12-02,279,25720,1.08%,2.4
2025-12-03,240,27493,0.87%,2.3
2025-12-04,259,34043,0.76%,1.9
2025-12-05,246,31021,0.79%,2.1
2025-12-06,188,23255,0.81%,2.2
2025-12-07,230,24862,0.93%,2.1
2025-12-08,284,36310,0.78%,1.9
2025-12-09,267,35708,0.75%,2
2025-12-10,278,32995,0.84%,2
2025-12-11,259,35789,0.72%,1.9
2025-12-12,229,33616,0.68%,1.9
2025-12-13,200,27604,0.72%,2
2025-12-14,231,29934,0.77%,2
2025-12-15,270,39458,0.68%,1.9
2025-12-16,276,36592,0.75%,2
2025-12-17,243,31185,0.78%,2
2025-12-18,225,32483,0.69%,2.1
2025-12-19,243,34541,0.7%,2.1
2025-12-20,209,28394,0.74%,2.2
2025-12-21,177,28543,0.62%,2.1
2025-12-22,225,36303,0.62%,2.7
2025-12-23,170,32317,0.53%,2.4
2025-12-24,114,21042,0.54%,2.4
2025-12-25,150,28122,0.53%,2.3
2025-12-26,203,35943,0.56%,2.5
2025-12-27,187,30357,0.62%,2.5
2025-12-28,203,30838,0.66%,2.6
2025-12-29,201,37575,0.53%,2.5
2025-12-30,195,33270,0.59%,2.7
2025-12-31,114,21665,0.53%,2.6
2026-01-01,167,31048,0.54%,2.2
2026-01-02,292,43823,0.67%,2.1
2026-01-03,252,37689,0.67%,2.2
2026-01-04,210,37948,0.55%,2
2026-01-05,297,41103,0.72%,2.2
2026-01-06,241,37459,0.64%,2.1
2026-01-07,230,36511,0.63%,2.3
2026-01-08,241,35826,0.67%,2.2
2026-01-09,203,33422,0.61%,2.2
2026-01-10,178,28201,0.63%,2.3
2026-01-11,169,29289,0.58%,2.1
2026-01-12,249,38104,0.65%,2.1
2026-01-13,257,36138,0.71%,2.2
2026-01-14,222,36110,0.61%,2.3
2026-01-15,179,34472,0.52%,2.3
2026-01-16,171,32849,0.52%,2.4
2026-01-17,164,24922,0.66%,2.4
2026-01-18,154,26342,0.58%,2.9
2026-01-19,173,32277,0.54%,2.5
2026-01-20,204,29725,0.69%,2.6
2026-01-21,180,23828,0.76%,3.4
2026-01-22,203,27310,0.74%,2.8
2026-01-23,200,28214,0.71%,2.3
2026-01-24,151,23278,0.65%,2.5
2026-01-25,124,23690,0.52%,2.4
2026-01-26,187,29834,0.63%,2.2
2026-01-27,185,26791,0.69%,2.3
2026-01-28,241,26849,0.9%,2.2
2026-01-29,215,26573,0.81%,2.3
2026-01-30,246,26824,0.92%,2.3
2026-01-31,193,21860,0.88%,2.4
2026-02-01,206,22669,0.91%,2.3
2026-02-02,265,27291,0.97%,2.5
2026-02-03,248,23656,1.05%,2.8
2026-02-04,207,24611,0.84%,2.9
2026-02-05,223,25046,0.89%,3
2026-02-06,259,28746,0.9%,3.2
2026-02-07,185,24656,0.75%,2.7
2026-02-08,194,26827,0.72%,2.7
2026-02-09,246,34304,0.72%,2.8
2026-02-10,219,31762,0.69%,2.6
2026-02-11,196,32055,0.61%,2.7
2026-02-12,235,34409,0.68%,2.5
2026-02-13,222,35742,0.62%,2.4
2026-02-14,160,27688,0.58%,2.4
2026-02-15,93,21467,0.43%,2
2026-02-16,134,25730,0.52%,2.3
2026-02-17,151,29475,0.51%,2.4
2026-02-18,166,30393,0.55%,2.4
2026-02-19,172,28358,0.61%,2.3
2026-02-20,192,29336,0.65%,2.4
2026-02-21,150,24013,0.62%,2.5
2026-02-22,142,22663,0.63%,2.3
2026-02-23,214,29675,0.72%,2.4
2026-02-24,201,26184,0.77%,2.5
2026-02-25,184,27049,0.68%,3.4
2026-02-26,181,26052,0.69%,3.3
2026-02-27,137,24782,0.55%,2.9
2026-02-28,119,17175,0.69%,3.3
2026-03-01,112,20549,0.55%,3.4
2026-03-02,173,24741,0.7%,3.1
2026-03-03,176,24834,0.71%,3.4
2026-03-04,130,18983,0.68%,3.2
2026-03-05,197,27613,0.71%,3.8
2026-03-06,183,26239,0.7%,3.5
2026-03-07,115,17658,0.65%,3.4
2026-03-08,106,22064,0.48%,4.4
2026-03-09,197,27823,0.71%,3.8
2026-03-10,179,27660,0.65%,2.7
2026-03-11,162,23246,0.7%,2.7
2026-03-12,195,25507,0.76%,3.5
2026-03-13,169,26115,0.65%,2.8
2026-03-14,123,21680,0.57%,2.4
2026-03-15,171,19240,0.89%,3.5
2026-03-16,204,28190,0.72%,2.3
2026-03-17,191,27258,0.7%,2.6
2026-03-18,200,28835,0.69%,2.7
2026-03-19,200,26623,0.75%,3.1
2026-03-20,188,27795,0.68%,3.9
2026-03-21,153,23614,0.65%,3.3
2026-03-22,163,22849,0.71%,4.2
2026-03-23,228,29442,0.77%,3.4
2026-03-24,218,27908,0.78%,3.7
2026-03-25,225,26904,0.84%,4.1
2026-03-26,199,26633,0.75%,3.2
2026-03-27,177,27294,0.65%,3.2
2026-03-28,182,24143,0.75%,2.9
2026-03-29,178,25879,0.69%,3
2026-03-30,267,37451,0.71%,2.7
2026-03-31,220,34380,0.64%,2.7
2026-04-01,277,33684,0.82%,2.7
2026-04-02,231,31579,0.73%,2.4
2026-04-03,179,24864,0.72%,2.3
2026-04-04,189,24321,0.78%,2.3
2026-04-05,224,25800,0.87%,2.4
2026-04-06,298,32909,0.91%,2.2
2026-04-07,249,25820,0.96%,3.7
2026-04-08,222,25377,0.87%,2.6
2026-04-09,229,27196,0.84%,2.4
2026-04-10,207,26238,0.79%,2.3
2026-04-11,164,21723,0.75%,2.4
2026-04-12,163,20780,0.78%,2.7
2026-04-13,227,26994,0.84%,2.5
2026-04-14,220,25678,0.86%,2.5
2026-04-15,252,25154,1%,2.5
2026-04-16,254,27420,0.93%,2.6
2026-04-17,299,30380,0.98%,2.3
2026-04-18,239,21221,1.13%,2.2
2026-04-19,199,20821,0.96%,2.3
2026-04-20,190,26488,0.72%,2.3
2026-04-21,204,21728,0.94%,2.8
2026-04-22,220,23427,0.94%,2.7
2026-04-23,218,22387,0.97%,2.7
2026-04-24,200,24138,0.83%,2.6
2026-04-25,134,16729,0.8%,3
2026-04-26,173,19515,0.89%,2.9
2026-04-27,210,25802,0.81%,2.8
2026-04-28,223,18534,1.2%,3.2
2026-04-29,190,21630,0.88%,2.9
2026-04-30,180,24550,0.73%,2.5
2026-05-01,175,19528,0.9%,3.1
2026-05-02,127,18367,0.69%,2.5
2026-05-03,189,22014,0.86%,2.4
2026-05-04,223,24705,0.9%,2.6
2026-05-05,212,23313,0.91%,2.6
2026-05-06,213,19108,1.11%,2.9
2026-05-07,186,19235,0.97%,2.7
2026-05-08,167,16314,1.02%,3
2026-05-09,135,13823,0.98%,3.1
2026-05-10,123,13833,0.89%,3.1
2026-05-11,176,17710,0.99%,3.1
2026-05-12,155,16828,0.92%,3.1
2026-05-13,177,19566,0.9%,2.5
2026-05-14,150,17569,0.85%,2.5
2026-05-15,162,15508,1.04%,2.6
2026-05-16,141,10741,1.31%,3.4
2026-05-17,146,12846,1.14%,3.5
2026-05-18,171,15074,1.13%,3.2
2026-05-19,162,13849,1.17%,3
2026-05-20,141,13314,1.06%,2.9
2026-05-21,136,14377,0.95%,3.1
2026-05-22,110,14013,0.78%,3
2026-05-23,108,11450,0.94%,2.9
2026-05-24,117,14251,0.82%,3.2
2026-05-25,158,15898,0.99%,2.8
2026-05-26,182,15433,1.18%,2.9
2026-05-27,15,1482,1.01%,2.5
