Páginas principais,Cliques,Impressões,CTR,Posição
https://blog.vivafidelidade.com.br/voce-conhece-a-maior-viagem-de-onibus-do-mundo/,6,2464,0.24%,17.86
https://blog.vivafidelidade.com.br/5-medidas-sustentaveis-para-economizar-combustivel/,6,499,1.2%,5.48
https://www.vivafidelidade.com.br/referral,5,3778,0.13%,1.28
https://ajuda.vivafidelidade.com.br/,4,1438,0.28%,1.38
https://blog.vivafidelidade.com.br/tag/economia/,3,24356,0.01%,1
https://ajuda.vivafidelidade.com.br/portal/pt-br/kb,3,14822,0.02%,1.11
https://ajuda.vivafidelidade.com.br/portal/pt-br/kb/articles/posso-resgatar-passagens-com-conexão-usando-meus-pontos-do-viva-fidelidade,3,269,1.12%,1.99
https://blog.vivafidelidade.com.br/os-beneficios-de-viajar-de-onibus-10-motivos-para-considerar-essa-opcao/,3,232,1.29%,11.34
https://ajuda.vivafidelidade.com.br/portal/pt-br/newticket?departmentId=1003707000340653031,2,161,1.24%,2.06
https://ajuda.vivafidelidade.com.br/portal/pt-br/kb/articles/posso-resgatar-a-passagem-para-outra-pessoa,2,22,9.09%,4.91
https://api.stage.vivafidelidade.com.br/,2,6,33.33%,8.67
https://blog.vivafidelidade.com.br/brasil-vai-receber-ate-50-ararinhas-azuis-em-2023/,1,5754,0.02%,6.51
https://blog.vivafidelidade.com.br/a-melhor-epoca-para-viajar-para-maceio-dicas-e-atividades-para-sua-viagem/,1,2737,0.04%,45.58
https://blog.vivafidelidade.com.br/explorando-as-maravilhas-de-porto-de-galinhas/,1,1912,0.05%,1.9
https://blog.vivafidelidade.com.br/web-stories/melhores-opcoes-de-poltronas-para-sua-viagem/,1,606,0.17%,52.77
https://blog.vivafidelidade.com.br/nilo-vs-amazonas-pesquisadores-querem-descobrir-qual-e-realmente-o-maior-rio-do-mundo/,1,278,0.36%,40.75
https://stage.vivafidelidade.com.br/auth/verifyCpf,1,269,0.37%,2.58
https://blog.vivafidelidade.com.br/category/viagens/,1,64,1.56%,3.39
https://blog.vivafidelidade.com.br/descubra-as-melhores-epocas-para-visitar-fortaleza-clima-eventos-e-dicas/,0,3905,0%,42.77
https://blog.vivafidelidade.com.br/quando-visitar-gramado-descubra-a-melhor-epoca-para-explorar-a-cidade/,0,3491,0%,53.32
https://blog.vivafidelidade.com.br/quando-como-e-onde-um-roteiro-completo-para-visitar-natal-rn/,0,3339,0%,63.24
https://vivafidelidade.com.br/whoWeAre,0,1153,0%,5.58
https://blog.vivafidelidade.com.br/lugares-baratos-pra-viajar-no-brasil/,0,723,0%,70.65
https://blog.vivafidelidade.com.br/5-melhores-restaurantes-no-rio-de-janeiro/,0,484,0%,59.37
https://blog.vivafidelidade.com.br/5-dicas-para-economizar-mais/,0,195,0%,8.38
https://blog.vivafidelidade.com.br/por-que-algumas-pessoas-enjoam-durante-as-viagens/,0,78,0%,16.35
https://blog.vivafidelidade.com.br/ecoturismo-cuide-do-planeta-enquanto-se-diverte-2/,0,77,0%,43.13
https://ajuda.vivafidelidade.com.br/portal/pt-br/community,0,59,0%,1.12
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/BlogVivaFeijaoTropeiro-1024x780.jpg,0,51,0%,25.76
https://blog.vivafidelidade.com.br/category/noticias/,0,47,0%,6.87
https://blog.vivafidelidade.com.br/category/curiosidades/,0,43,0%,5.6
https://www.vivafidelidade.com.br/?trk=organization_guest_main-feed-card-text,0,42,0%,1.43
https://blog.vivafidelidade.com.br/category/sustentabilidade/,0,37,0%,7.27
https://blog.vivafidelidade.com.br/web-stories/,0,37,0%,8.22
https://blog.vivafidelidade.com.br/category/gastronomia/,0,37,0%,8.76
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/image.png,0,37,0%,16.14
https://blog.vivafidelidade.com.br/ciclone-no-brasil-sao-paulo-tera-ventos-de-ate-90km-h-e-frio-intenso/,0,36,0%,54.5
https://blog.vivafidelidade.com.br/onibus-passa-por-22-paises-em-56-dias-de-aventura/,0,32,0%,11.38
https://blog.vivafidelidade.com.br/category/economia/,0,28,0%,8.89
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/ComidaBaianaBahia-1254x680.jpg,0,25,0%,15.8
https://api.vivafidelidade.com.br/,0,23,0%,12.78
https://ajuda.vivafidelidade.com.br/portal/pt-br/kb/articles/posso-completar-minha-compra-usando-cartão-de-crédito,0,21,0%,2.38
https://api.vivafidelidade.com.br/index.html,0,20,0%,8.75
https://blog.vivafidelidade.com.br/depois-de-40-anos-planta-rara-ressurge-em-dunas-de-cabo-frio/,0,19,0%,7.89
https://blog.vivafidelidade.com.br/ecoturismo-cuide-do-planeta-enquanto-se-diverte/,0,17,0%,38.76
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/iStock-1269410728-1253x680.jpg,0,16,0%,20.75
https://blog.vivafidelidade.com.br/9-dicas-para-quem-quer-viajar-mais-gastando-menos/,0,16,0%,27.44
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/ararinha-00.webp,0,16,0%,36.5
https://blog.vivafidelidade.com.br/category/dicas-de-viagem/,0,9,0%,11.11
https://blog.vivafidelidade.com.br/category/viagens/destinos/,0,8,0%,10.12
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/ComidaBaianaBahia.jpg,0,8,0%,18.25
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/Como-tirar-fotos-criativas-na-praia.jpg,0,8,0%,19.25
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/Snapinsta.app_25006068_754158591460931_8652069231036203008_n_1080-1024x1024.jpg,0,8,0%,21.5
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/Snapinsta.app_22280259_709058705951777_5625746978336931840_n_1080-1024x1024.jpg,0,6,0%,7.17
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/Snapinsta.app_27579000_180951706003393_640526833837670400_n_1080-1024x1024.jpg,0,6,0%,9.5
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/iStock-1269410728.jpg,0,6,0%,27.5
https://blog.vivafidelidade.com.br/to-my-mind-the-life-of-a-lamb-is-no-less-precious-than-that-of-a-human-being/,0,6,0%,33.33
http://www.vivafidelidade.com.br/,0,5,0%,1.4
https://blog.vivafidelidade.com.br/author/rodrigao/,0,5,0%,6.2
https://blog.vivafidelidade.com.br/como-fazer-um-bolo-de-chocolate/,0,5,0%,42.6
https://blog.vivafidelidade.com.br/tag/tech/,0,4,0%,7.5
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/Snapinsta.app_18950169_1159756887463170_1141976742525665280_n_1080-1024x1024.jpg,0,3,0%,12
https://api.stage.vivafidelidade.com.br/index.html,0,3,0%,29.33
https://blog.vivafidelidade.com.br/astonished-and-acceptance-men-two-discretion/,0,2,0%,22
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/VivaFidelidadeBlog03-1024x675.png,0,2,0%,29
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/SaoJoaoVivaFidelidade-1022x680.png,0,2,0%,35.5
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/Screenshot-5-1600x680.png,0,2,0%,44
https://blog.vivafidelidade.com.br/5-comidas-tipicas-do-norte-do-brasil,0,1,0%,1
https://vivafidelidade.com.br/?utm_source=facebook,0,1,0%,1
https://vivafidelidade.com.br/?utm_source=pushnews&utm_medium=pushnotification&utm_campaign=20251124_c_pushnotification_guanabara_VIVAFIDELIDADE,0,1,0%,1
https://vivaportal.vivafidelidade.com.br/documentos-juridicos/Regulamento_Viva_Fidelidade.pdf?_gl=1*xvz024*_ga*MTc0OTc3MTY5OS4xNzQ0ODM0Mjg4*_ga_BG84SLWVR1*czE3NDczMTE0NTAkbzI5JGcxJHQxNzQ3MzExNDU4JGowJGwwJGgw,0,1,0%,1
https://www.vivafidelidade.com.br/?utm_source=viaje-guanabara&utm_medium=header&utm_campaign=web,0,1,0%,1
https://www.vivafidelidade.com.br/app/web/routes/list?origin=pombal&destination=joao-pessoa,0,1,0%,2
https://www.vivafidelidade.com.br/_next/image?url=/_next/static/media/homeBus.a20d3586.png&w=1080&q=75,0,1,0%,9
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/09/limarj.jpg,0,1,0%,11
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/Snapinsta.app_21296547_126929104617554_1377792557567705088_n_1080-1024x1024.jpg,0,1,0%,12
https://blog.vivafidelidade.com.br/tag/fashion/page/2/,0,1,0%,15
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/09/maiorviagemdeonibus.jpeg,0,1,0%,16
https://www.vivafidelidade.com.br/_next/image?url=/_next/static/media/promotionalBannerMobile.aa357018.jpg&w=3840&q=75,0,1,0%,26
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/Screenshot-5.png,0,1,0%,30
https://blog.vivafidelidade.com.br/wp-content/uploads/2023/07/VivaFidelidadeBlog04-1024x675.png,0,1,0%,50
